date,text,views
2025-03-18 13:20:43+00:00,"Social Media Marketing
#dongtang_busines_consultancy_plc
#business
#Addis_Ababa
Required Gender: Female
No prior experience or specific education is required, if you:
- Have a passion for sales & marketing
- Enjoy creating and engaging on social media
- Speak fluent English, Then this is for you! We’ll equip you with the skills to become a professional social media marketer.
Duties and Responsibilites:
- Develop and implement social media strategies to align with business goals.
- Create, curate, and schedule high-quality content (text, images, videos, and stories) for platforms like Facebook, Instagram, Twitter, LinkedIn, TikTok, and others.
- Engage with followers, respond to comments and messages, and build a strong online community.
- Monitor social media trends, competitors, and industry best practices to improve engagement.
- Track and analyze social media performance using tools like Google Analytics, Meta Business Suite, or Hootsuite.
Benefits:
- Earn while you train.
- Improve your communication and engaging skills
- Join a supportive and energetic team.
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Salary: 8000.00
Deadline: April 7, 2025
How To Apply: Apply through HaHuJobs telegram bot https://t.me/hahujobs_bot

@hahujobs | @hahujobs_bot",
2025-03-18 09:53:51+00:00,"Field Sales Representative
#dashen_brewery
#business
#Chelenqo | #Harar | #Dire_Dawa
BA Degree in Sales, Marketing, Business Management, Economics or in a related field of study with relevant work experience
Duties and Responsibilities:
- Establish, build and maintain good working relationship with Dashen Brewery customers (existing and new)
- Segments area (territory) and based on customer segment, volume and geographic location, creates a call schedule (also suggests territory segmentation).
Quanitity Required: 3
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 24, 2025
How To Apply: Submit your application letter in person to Dashen Brewery Share Company, Gondar and Debrebrehan Plants & Addis Ababa Dashen Brewery Head Office building or via email: jobs@dashenbeer.et

@hahujobs | @hahujobs_bot",
2025-03-18 09:51:02+00:00,"የነዳጅ ማደያ የመኪና ሰልፍ ዘጋቢ
#ethio_linker_technologies_plc
#ict
#Addis_Ababa
በመላው አዲስ አበባ (ለጊዜው ግን ቦሌ፣ ካሳንችስ፣ ለገሃር፣ መስቀል አደባባይ) ባሉ ነዳጅ ማደያዎች ተገኝተው መተግበሪያችንን ተጠቅመው የመኪና ሰልፍ ቁጥር ለህዝቡ በማጋራት የህዝቡን ችግር ለመፍታት ቆራጥ የሆኑ የሞባይል መተግበሪያዎችን መጫን የሚያስችል ዘመናዊ ስልክ ያላቸው ግለሰቦች
ዋና ኃላፊነቶች:
- በየቀኑ ከጠዋቱ 1፡00 እስከ ምሽቱ 2፡00 ሰዓት ድረስ ስለተመደቡበት ነዳጅ ማደያ ሪፖርት ያደርጋሉ።
- የነዳጅ መኖርን (ለምሳሌ፣ ቤንዚን፣ ናፍጣ) እና የወረፋ ርዝመት በየደቂቃው ይመዘግባሉ።
- በሰአቱ ተጥቃሚዎቻችን የሚመለከቱት መረጃ ትክክለኛ እና ወቅታዊ መሆኑን ያረጋግጣሉ፣ ይህ ግዴታ ነው።
- ​​ለማንኛውም ጉዳዮች ስራ እንዳይስተጏጎል ከአስተዳደር ቡድን ጋር ወድያውኑ መገናኘት ይኖርቦታል።
መስፈርቶች:
- የሞባይል መተግበሪያዎችን መጫን የሚያስችል ዘመናዊ ስልክ ያላቸው
- አመልካቾች በአዲስ አበባ መሆር እና ወደተመደበው ነዳጅ ማደያ በራሳቸው መሄድ 
- ለብቻ የመሥራት እና የሙሉ ቀን መርሃ ግብር የማስተዳደር ችሎታ ያላቸው 
- ዘመናዊ ስልኮች እና የሞባይል መተግበሪያዎችን መጠቀም የሚችሉ
Quanitity Required: 5
Minimum Years Of Experience: #0_years
Salary: 7000.00
Deadline: April 18, 2025
How To Apply: ከታች ያለውን ሊንክ በመጠቀም ወይም በጽሁፍ መልእክት በስልክ፡ +251911803422 ሰምዎትን ከመኖሪያ አከባቢዎ (ለምሳሌ፡ በረከት በቀለ - ቦሌ -  ደምበል ሲቲ ሴንተር ፊት ለፊት) በመላክ ማመልከት ይችላሉ።

@hahujobs | @hahujobs_bot",
2025-03-18 09:50:01+00:00,"Field Sales Representative
#dashen_brewery
#business
#Jijiga
BA Degree in Sales, Marketing, Business Management, Economics or in a related field of study with relevant work experience
Duties and Responsibilities:
- Establish, build and maintain good working relationship with Dashen Brewery customers (existing and new)
- Segments area (territory) and based on customer segment, volume and geographic location, creates a call schedule (also suggests territory segmentation).
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 24, 2025
How To Apply: Submit your application letter in person to Dashen Brewery Share Company, Gondar and Debrebrehan Plants & Addis Ababa Dashen Brewery Head Office building or via email: jobs@dashenbeer.et

@hahujobs | @hahujobs_bot",
2025-03-18 09:45:01+00:00,"Field Sales Representative
#dashen_brewery
#business
#Awash
BA Degree in Sales, Marketing, Business Management, Economics or in a related field of study with relevant work experience
Work Location: Awash Arba 
Duties and Responsibilities:
- Establish, build and maintain good working relationship with Dashen Brewery customers (existing and new)
- Segments area (territory) and based on customer segment, volume and geographic location, creates a call schedule (also suggests territory segmentation).
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 24, 2025
How To Apply: Submit your application letter in person to Dashen Brewery Share Company, Gondar and Debrebrehan Plants & Addis Ababa Dashen Brewery Head Office building or via email: jobs@dashenbeer.et

@hahujobs | @hahujobs_bot",
2025-03-18 08:24:41+00:00,"Assistant Teachers /Female/
#vision_academy
#education
#Addis_Ababa
Bachelor's Degree in any field of study
Required Gender: Female
Quanitity Required: 6
Minimum Years Of Experience: #0_years
Deadline: March 21, 2025
How To Apply: Submit your original documents and non-returnable copies of CV and testimonials in person to the School located at Gerji Mebrat Hail on the way to Egzyarab Church. For further information contact Tel. +251116675133 / +251979205555

@hahujobs | @hahujobs_bot",
2025-03-18 08:15:01+00:00,"Recovery Officer/ Store
#bunna_insurance_sc
#finance
#Addis_Ababa
Master's or Bachelor's Degree in Auto Mechanic, Procurement & Materials Management, Marketing and Supply Chain Management, Management, Marketing or in a related field of study with relevant work experience
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 21, 2025
How To Apply: Submit your non-returnable application letter, CV and copies of supporting credentials along with the original document in person to the Office, Human Resource Management Division, located at Sarbet behind Africa Union Bunna Insurance S.C Head Quarter 1st floor. For further information contact Tel. +251114706302

@hahujobs | @hahujobs_bot",
2025-03-18 08:06:21+00:00,"Third Party  Recovery Officer
#bunna_insurance_sc
#finance
#Addis_Ababa
Master's or Bachelor's Degree in Law, Management, Accounting, Marketing or in a related field of study with relevant work experience
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 21, 2025
How To Apply: Submit your non-returnable application letter, CV and copies of supporting credentials along with the original document in person to the Office, Human Resource Management Division, located at Sarbet behind Africa Union Bunna Insurance S.C Head Quarter 1st floor. For further information contact Tel. +251114706302

@hahujobs | @hahujobs_bot",
2025-03-18 06:56:01+00:00,"አርክቴክቸር
#enyi_general_business_plc
#engineering
#Addis_Ababa
የመጀመሪያ ዲግሪ በአርክቴክቸር ወይም በተመሳሳይ የትምህርት መስክ የተመረቀ/ች አግባብ ከሆነ የስራ ልምድ ጋር
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: March 24, 2025
How To Apply: አመልካቾች ዋናውን የትምህርት እና የስራ ልምድ ማስረጃ ከማይመለስ ፎቶ ኮፒ ጋር ፒያሳ ከድሮ አንበሳ መድሃኒት ቤት ከፍ ብሎ በሚገኘው 3ኤፍ ህንጻ 8ኛ ፎቅ ብሮ ቁጥር 808 በአካል በመገኘት ወይም ፖስታ ሳጥን ቁጥር 17963 በመላክ መመዝግብ ይችላሉ። ለበለጠ መረጃ +251919344995 ይደውሉ።

@hahujobs | @hahujobs_bot",
2025-03-17 17:42:10+00:00,"Sales
#the_corporate_coffee_house_one_member_plc
#business
#Addis_Ababa
Completion of 10th Grade
Required Gender: Female
Requirements:
- Who can provide a guarantor and whose residential address is close to the branch where the application is being submitted
Duties & Responsibilites:
- Responsible for providing exceptional customer service and driving sales
- Greeting customers, understanding their preferences, and offering product recommendations
- Processing transactions, and maintaining a clean and attractive display
Quanitity Required: 10
Minimum Years Of Experience: #0_years
Deadline: March 23, 2025
How To Apply: Submit your CV and application with supporting documents via email: Tccoffeeh@gmail.com or in person to the Office located around 22, Beside Denberwa Hospital, Mulmul Shop. For further information contact Tel. +251973100889

@hahujobs | @hahujobs_bot",
2025-03-17 14:06:22+00:00,"Pharmacist
#saglan_wajee_general_hospital
#health_care
#Anfo
Bachelor's Degree in Pharmacy, Graduated from a Government University only, with a CGPA of 3.00 and above
Place of work: Anfo
Duties & Responsibilites:
- Accurately filling prescriptions ordered by physicians and other authorized prescribers.  
- Verifying prescription information for accuracy and completeness.
- Ensuring proper storage and handling of medications.
- Providing patients with detailed information about their medications, including dosage, administration, potential side effects, and drug interactions.  
- Answering patients' questions and addressing their concerns.
- Educating patients on medication adherence and proper use of medical devices.
Language skills: Fluent in Afaan Oromoo, Amharic and English
Quanitity Required: 5
Minimum Years Of Experience: #0_years
Salary: 13000.00
Deadline: March 31, 2025
How To Apply: Submit your Cv with the subject ""Pharmacist"" via email: jobs@wajeehospital.com.
Note: CVs that don’t have the subject stated above will be denied.

@hahujobs | @hahujobs_bot",
2025-03-17 13:51:37+00:00,"Nurse
#saglan_wajee_general_hospital
#health_care
#Holeta
Bachelor's Degree in Nursing, Graduated only from a Government University, with a CGPA of 3.00 and above
Place of work: Anfo and Holeta
Duties & Responsibilites:
- Assessing patients' health conditions and needs.
- Developing and implementing patient care plans.
- Administering medications and treatments as prescribed by physicians.
- Monitoring patients' vital signs and responses to treatment.
- Performing wound care and other medical procedures.
- Assisting patients with daily activities, such as bathing, dressing, and eating.
Language skills: Fluent in Afaan Oromoo, Amharic and English
Quanitity Required: 10
Minimum Years Of Experience: #0_years
Salary: 12000.00
Deadline: March 31, 2025
How To Apply: Submit your CV with the Subject ""Nurse"" via email: jobs@wajeehospital.com
Note: CVs that don’t have the subject stated above will be denied.

@hahujobs | @hahujobs_bot",
2025-03-17 12:59:31+00:00,"Help Desk Officer
#bunna_insurance_sc
#ict
#Addis_Ababa
Master's or Bachelor's Degree in Computer Science or in a related field of study with relevant work experience
Training: Comp A+ trained or certified
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 21, 2025
How To Apply: Submit your non-returnable application letter, CV and copies of supporting credentials along with the original document in person to Human Resource Management Division located at Sarbet behind Africa Union Bunna Insurance S.C Head Quarter 1st floor. For further information contact Tel. +251114706302

@hahujobs | @hahujobs_bot",
2025-03-17 12:45:41+00:00,"Claims Officer
#bunna_insurance_sc
#finance
#Addis_Ababa
Master's or Bachelor's Degree in Economics, Management, Statistics, Mechanical Engineering Accounting or in a related field of study with relevant work experience
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 21, 2025
How To Apply: Submit your application letter in person to Human Resource Management Division located at Sarbet behind Africa Union Bunna Insurance S.C Headquarter 1st floor. For more information contact Tel. +251114706302

@hahujobs | @hahujobs_bot",
2025-03-17 12:03:45+00:00,"Training Coordinator 
#texas_international_study_center
#education
#Addis_Ababa
Bachelor's Degree in Psychology, Sociology, Computer Science, IT, Educational Management, Secretarial and other Natural Science Field of study
Required Gender: Female
Duties & Responsibilities:
- Design and implement comprehensive training programs tailored to various departments.
- Schedule and organize training sessions, workshops, and seminars.
- Assess training needs through surveys and feedback sessions.
- Assess the effectiveness of training programs through evaluations and feedback.
- Utilize e-learning platforms and virtual training tools.
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: March 27, 2025
How To Apply: Submit your CV and supporting documents in person to the Office located at Dembel City Center, Ground Floor. For further information contact Tel. +251940099899

@hahujobs | @hahujobs_bot",
2025-03-17 11:48:41+00:00,"Hardware & Software Technician
#bunna_insurance_sc
#ict
#Addis_Ababa
Master's or Bachelor's Degree in Computer Science or in a related field of study with relevant work experience
Training: Comp A+ trained or certified
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 21, 2025
How To Apply: Submit your non-returnable application letter, CV and copies of supporting credentials along with the original document in person to Human Resource Management Division located at Sarbet behind Africa Union Bunna Insurance S.C Head Quarter 1st floor. For further information contact Tel. +251114706302

@hahujobs | @hahujobs_bot",
2025-03-17 07:53:31+00:00,"Inventory Controller
#kerchanshe_trading_plc
#finance
#Addis_Ababa
MA or BA Degree in Accounting, Accounting and Finance, Management, Business Administration or in a related field of study with relevant work experience
Duties and Responsibilities:
- Tracks the amount of inventory at hand, the minimum amount to be stored, how much should be stored based on stock-level fluctuations, rate of demands, and other considerations.
- Takes periodic physical inventory and reconcile physical items against the stock card records.
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 23, 2025
How To Apply: Submit your application letter via email: hr@kerchanshe.com with the subject line ‘’Inventory Controller'' 

@hahujobs | @hahujobs_bot",
2025-03-17 07:50:41+00:00,"Lecturer (Management)
#addis_college
#education
#Addis_Ababa
Master's Degree in Management or in a related field of study
Duties and Responsibilities:
- Developing management course materials
- Delivering lectures on management theories and practices
- Designing and grading management-related assignments
- Providing feedback on student management analyses
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: March 27, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to office Number 9 located around Signals in front of Misrak Polytechnics. For further information Contact Tel:+251116635693/+251922405891

@hahujobs | @hahujobs_bot",
2025-03-17 07:42:21+00:00,"Lecturer (Business Management)
#addis_college
#education
#Addis_Ababa
Master's Degree in Business Management or in a related field of study
Duties and Responsibilities:
- Developing Business Management course materials
- Delivering lectures on core business concepts
- Providing feedback on student business plans and analyses
- Teaching strategic management principles
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: March 27, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to office Number 9 located around Signals in front of Misrak Polytechnics. For further information Contact Tel:+251116635693/+251922405891

@hahujobs | @hahujobs_bot",
2025-03-17 07:37:51+00:00,"Lecturer (Marketing)
#addis_college
#education
#Addis_Ababa
Master's Degree in Marketing or in a related field of study
Duties and Responsibilities:
- Developing marketing course materials (syllabi, lectures, etc.)
- Delivering lectures and seminars on marketing topics.
- Designing and grading marketing assessments (exams, projects, etc.).
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: March 27, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to office Number 9 located around Signals in front of Misrak Polytechnics. For further information Contact Tel:+251116635693/+251922405891

@hahujobs | @hahujobs_bot",
2025-03-17 07:32:51+00:00,"Lecturer (Information Technology)
#addis_college
#education
#Addis_Ababa
Master's Degree in Information Technology or in a related field of study
Duties and Responsibilities:
- Course development and delivery
- Assessment and evaluation
- Student supervision
- Conducting research
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: March 27, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to office Number 9 located around Signals in front of Misrak Polytechnics. For further information Contact Tel:+251116635693/+251922405891

@hahujobs | @hahujobs_bot",
2025-03-17 07:31:21+00:00,"Intern, Rule Of Law And Accountability
#institute_for_security_studies_iss
#legal_services
#Addis_Ababa
Postgraduate Degree in Law, Human Rights, Criminal Justice, International Criminal Law, International Humanitarian Law, Public International Law, Social Science, Public Policy, Sociology, Political Science, Criminology, Transitional Justice or in a related field of study
Duties & Responsibilities:
- Assist in researching topics related to the rule of law and transitional justice in Africa, the Horn of Africa, and Ethiopia
- Assist in organizing events
- Assist with planning, communication, and coordination
- Assist with administration and logistics
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: March 21, 2025
How To Apply: Submit your cover letter and detailed CV, including at least three contactable referees via email: addisjobs@issafrica.org

@hahujobs | @hahujobs_bot",
2025-03-17 07:25:21+00:00,"Customer Service Representative - Eye Clinic
#geezjobs
#business
#Addis_Ababa
Educational background in a related field of study with relevant customer service experience (preferably in a healthcare or eye clinic environment).
Duties & Responsibilites:
- Greet patients warmly and make them feel welcome and comfortable.
- Schedule, confirm, and manage patient appointments.
- Answer phone calls and emails, responding to patient inquiries about services, procedures, and policies.
- Assist patients with the check-in and check-out process, ensuring accuracy in patient records.
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 21, 2025
How To Apply: Submit your resume and cover letter outlining your qualifications and interest in the position via email: recruitment1@geezjobs.com
Note: Please include ""Applying to customer service"" in the subject line.

@hahujobs | @hahujobs_bot",
2025-03-17 07:24:51+00:00,"Lecturer (Computer Science)
#addis_college
#education
#Addis_Ababa
Master's Degree in Computer Science or in a related field of study
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: March 27, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to office Number 9 located around Signals in front of Misrak Polytechnics. For further information Contact Tel:+251116635693/+251922405891

@hahujobs | @hahujobs_bot",
2025-03-17 07:19:11+00:00,"Receptionist – Eye Clinic
#geezjobs
#business
#Addis_Ababa
Experience in a receptionist or administrative role, ideally within an eye clinic or healthcare setting.
Duties & Responsibilites:
- Greet and assist patients and visitors in a professional and courteous manner.
- Answer phone calls and respond to inquiries regarding services, appointments, and general information.
- Schedule and confirm patient appointments efficiently using the clinic's appointment system.
- Verify patient information and ensure that all necessary forms and documents are completed.
- Handle patient check-ins and check-outs, ensuring a smooth and timely process.
Quanitity Required: 3
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 21, 2025
How To Apply: Submit your resume and cover letter outlining their qualifications and interest in the position via email: recruitment1@geezjobs.com
Note: Please include ""Receptionist – Eye Clinic"" in the subject line.

@hahujobs | @hahujobs_bot",
2025-03-17 07:14:21+00:00,"Lecturer (Software Engineering)
#addis_college
#education
#Addis_Ababa
Master's Degree in Software Engineering or in a related field of study
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: March 27, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to office Number 9 located around Signals in front of Misrak Polytechnics. For further information Contact Tel:+251116635693/+25122405891

@hahujobs | @hahujobs_bot",
2025-03-17 06:09:41+00:00,"Trainee Legal Advisor
#horra_trading
#legal_services
#Addis_Ababa
Bachelor's Degree in Law or in a related field of study with a CGPA of 3.6 and above.
Duties & Responsibilities:
- Assist in planning and coordinating legal activities of the Enterprise. 
- Train on providing legal advice and counselling to all organizational components of the Enterprise.
- Advice personnel policy and procedures of the Enterprise are in conformity with the labour law, collective agreement and other pertinent laws of the country.
- Provide necessary assistance in drafting and interpreting all contracts, agreements and legal documents as to their legal sufficiency and protection of the interests of the Enterprise and as per the contract management policy.
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: March 21, 2025
How To Apply: Apply using the provided link below

@hahujobs | @hahujobs_bot",
2025-03-16 13:17:01+00:00,"Jr. Nurse Profession
#girum_general_hospital
#health_care
#Addis_Ababa
Bachelor's Degree in Nursing or in a related field of study
Quanitity Required: 5
Minimum Years Of Experience: #0_years
Deadline: March 18, 2025
How To Apply: Submit your non-returnable CV and copies of relevant credentials together with your application via email: girumhosphr@gmail.com or in person to Human Resource Management Office. For further information contact Tel. +251112757676

@hahujobs | @hahujobs_bot",
2025-03-16 13:11:11+00:00,"Jr. Reception Cashier
#girum_general_hospital
#finance
#Addis_Ababa
Diploma in Accounting or in a related field of study with relevant work experience as a Hospital Receptionist
Quanitity Required: 4
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: March 18, 2025
How To Apply: Submit your non-returnable CV and copies of relevant credentials together with your application via email: girumhosphr@gmail.com or in person to Human Resource Management Office. For further information contact Tel. +251112757676

@hahujobs | @hahujobs_bot",
2025-03-15 07:52:31+00:00,"Intern (IPHCSD)
#amref_health_africa
#health_care
#Gambela
Bachelor's Degree in Health Disicpline or in a related field of study
Duties & Responsibilities:
- Assist in organizing workshops, trainings and meetings
- Facilitate financial and administrative procedures (including logistic arrangement) for trainings, meetings, workshops
- Support the IPHCSD project team in documentation of key elements of a training, meeting and workshop reports
- Work with IPHCSD project team in compiling and tracking training online data base
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: March 20, 2025
How To Apply: Apply using the provided link below

@hahujobs | @hahujobs_bot",
2025-03-15 07:39:01+00:00,"Intern (IPHCSD)
#amref_health_africa
#health_care
#Jijiga
Bachelor's Degree in Health Disicpline or in a related field of study
Duties & Responsibilities:
- Assist in organizing workshops, trainings and meetings
- Facilitate financial and administrative procedures (including logistic arrangement) for trainings, meetings, workshops
- Support the IPHCSD project team in documentation of key elements of a training, meeting and workshop reports
- Work with IPHCSD project team in compiling and tracking training online data base
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: March 20, 2025
How To Apply: Apply using the provided link below

@hahujobs | @hahujobs_bot",
2025-03-15 06:37:01+00:00,"Communication Intern
#united_nations_economic_commission_for_africa_uneca
#creative_arts
#Addis_Ababa
Enrolled in a degree programme in a graduate school (second university degree or higher) both at the time of application and during the internship
Requirements:
- Pursuing their studies in countries where higher education is not divided into undergraduate and graduate stages must have completed at least four years of full-time studies at a university or equivalent institution towards the completion of a degree
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: March 19, 2025
How To Apply: Apply using the provided link below

@hahujobs | @hahujobs_bot",
2025-03-14 15:15:01+00:00,"Reception Cashier
#st_gabriel_general_hospital_plc
#finance
#Addis_Ababa
BA Degree in Accounting, Business Administration or in a related field of study with relevant work experience
Quanitity Required: 3
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: April 4, 2025
How To Apply: Submit your application letter in person to the office located around 22/Hayahulet cooperation, commitment/in front of Awraris Hotel or via email:  stgabrielhr1@gmail.com. For additional information contact Tel. +251116187345\ +251116188819
Note: Please mention the title of the position you applied for on the subject line of your email.

@hahujobs | @hahujobs_bot",
2025-03-14 13:36:41+00:00,"ረዳት የላውንደሪ ባለሙያ
#ghion_hotel
#hospitality
#Addis_Ababa
ቴክኒክና ሙያ ደረጃ 2 ወይም ደረጃ 1 በቤት አያያዝና ላውንደሪ ኦፕሬሽን፣ ሆቴል ማኔጅመንት ወይም በተመሳሳይ የትምህርት ዘርፍ የተመረቀ/ች አግባብ ከሆነ የስራ ልምድ ጋር
Quanitity Required: 3
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 17, 2025
How To Apply: አመልካቾች ዋናውን የትምህርት እና የስራ ልምድ ማስረጃ ከማይመለስ ፎቶ ኮፒ ጋር በመያዝ በድርጅቱ ፐርሶኔል በአካል በመቅረብ መመዝገብ ይችላሉ።

@hahujobs | @hahujobs_bot",
2025-03-14 07:13:01+00:00,"ረዳት የውጭ ሀገር ምግብ አዘጋጅ
#ghion_hotel
#hospitality
#Addis_Ababa
ቴክኒክና ሙያ ደረጃ 2 ወይም ደረጃ 1 በምግብ ዝግጅት ወይም በተመሳሳይ የትምህርት ዘርፍ የተመረቀ/ች አግባብ ከሆነ የስራ ልምድ ጋር
Quanitity Required: 5
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 17, 2025
How To Apply: አመልካቾች ዋናውን የትምህርት እና የስራ ልምድ ማስረጃ ከማይመለስ ፎቶ ኮፒ ጋር በመያዝ በድርጅቱ ፐርሶኔል በአካል በመቅረብ መመዝገብ ይችላሉ።

@hahujobs | @hahujobs_bot",
2025-03-13 09:21:41+00:00,"ባር ማን
#ghion_hotel
#hospitality
#Addis_Ababa
ቴክኒክና ሙያ ደረጃ 3/ደረጃ 2 ወይም ደረጃ 1 በሆቴል ማኔጅመንት፣ ምግብና መጠጥ ቁጥጥር ወይም በተመሳሳይ የትምህርት ዘርፍ የተመረቀ/ች አግባብ ከሆነ የስራ ልምድ ጋር
Quanitity Required: 4
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #4_years
Deadline: March 17, 2025
How To Apply: አመልካቾች ዋናውን የትምህርት እና የስራ ልምድ ማስረጃ ከማይመለስ ፎቶ ኮፒ ጋር በመያዝ በድርጅቱ ፐርሶኔል በአካል በመቅረብ መመዝገብ ይችላሉ።

@hahujobs | @hahujobs_bot",
2025-03-13 09:02:01+00:00,"ረዳት የባህል ምግብ አዘጋጅ
#ghion_hotel
#hospitality
#Addis_Ababa
ቴክኒክና ሙያ ደረጃ 2 ወይም ደረጃ 1 በምግብ ዝግጅት ወይም በተመሳሳይ የትምህርት ዘርፍ የተመረቀ/ች አግባብ ከሆነ የስራ ልምድ ጋር
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 17, 2025
How To Apply: አመልካቾች ዋናውን የትምህርት እና የስራ ልምድ ማስረጃ ከማይመለስ ፎቶ ኮፒ ጋር በመያዝ በድርጅቱ ፐርሶኔል በአካል በመቅረብ መመዝገብ ይችላሉ።

@hahujobs | @hahujobs_bot",
2025-03-13 05:40:47+00:00,"Social and Digital Marketing (Graphics Designer)
#atoze_engineering
#business
#Addis_Ababa
Bachelor's Degree in any field of study and a Certificate on Digital Marketing with relevant work experience in Social and Digital Marketing (Graphics Designer), Professional Video Editing, Content Creation and Web Development
Duties & Responsibilites:
- Design creative visuals, graphics, and videos for social media platforms (Facebook, Instagram, LinkedIn, Twitter, TikTok, etc.).
- Develop and manage digital marketing campaigns, including social media ads, email marketing, and SEO strategies.
- Collaborate with the marketing team to create branding materials and promotional content.
- Maintain brand consistency through all design and marketing materials.
- Monitor social media trends and audience preferences to create relevant content.
- Track and analyze the performance of digital campaigns and provide reports.
Required Skills:
- Graphic design and branding
- Social media management
- Content creation and copywriting
- Analytics and performance tracking
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: March 22, 2025
How To Apply: Apply using the provided link below

@hahujobs | @hahujobs_bot",
2025-03-12 13:02:44+00:00,"Outdoor Sales
#euphoria_trading_p_l_c
#business
#Addis_Ababa
Educational background in a related field of study
Requirements:
- Sales will be in contact with direct cash so surety is mandatory 
- Candidates surety person must have property of his/her own or a government job
- Sales must use any means of transport to deliver the items very fast to the ordered location
- All cost of transport will be covered by the company 
- Sales must come to the store sharp 2:00 to the store to collect the items 
- Candidate will be given 100 birr daily commission additional to his salary
- Candidates living area must be close to CMC
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 5000.00
Deadline: March 22, 2025
How To Apply: Apply through HaHuJobs telegram bot https://t.me/hahujobs_bot. For further information contact Tensaye Kebede, Tel. +251911274958

@hahujobs | @hahujobs_bot",
