date,job_title,organization,experience,max_experience,quantity_required,salary,gender,deadline,how_to_apply,tags,category,raw_text
2025-03-31 10:24:21+00:00,#public_service_transport_service_psts,Public Service Transport Service Psts,0,2,1.0,18266.0,both,2025-04-04,In person,"#public_service_transport_service_psts, #business, #Addis_Ababa, #0_years, #2_years",,"#public_service_transport_service_psts
#business
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Salary: 18266.00
Deadline: April 4, 2025
@hahujobs | @hahujobs_bot"
2025-03-31 10:19:21+00:00,#public_service_transport_service_psts,Public Service Transport Service Psts,0,2,1.0,15090.0,both,2025-04-04,In person,"#public_service_transport_service_psts, #ict, #Addis_Ababa, #0_years, #2_years",IT/Tech,"#public_service_transport_service_psts
#ict
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Salary: 15090.00
Deadline: April 4, 2025
@hahujobs | @hahujobs_bot"
2025-03-31 10:16:51+00:00,Junior Tender Officer,Hagbes Pvt Ltd Company,0,2,1.0,,both,2025-04-13,Apply using the provided link below,"#hagbes_pvt_ltd_company, #engineering, #Addis_Ababa, #0_years, #2_years",Engineering,"Junior Tender Officer
#hagbes_pvt_ltd_company
#engineering
#Addis_Ababa
Bachelor's Degree in Mechanical Engineering, Automotive Technology or in a related field of study with relevant work experience
Duties & Responsibilities:
- Follow up floated tender, purchase the bid documents. Communicate with clients on the tender process.
- Searching tenders from different portals and present for approval by his/her seniors 
- Study the tender documents and prepare checklists on the basic requirements of the tender
- Submits tender document & participate in the bid openings.
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: April 13, 2025
How To Apply: Apply using the provided link below
@hahujobs | @hahujobs_bot"
2025-03-31 10:03:11+00:00,#bridge_construction_plc,Bridge Construction Plc,0,0,1.0,,both,2025-04-10,In person,"#bridge_construction_plc, #health_care, #Addis_Ababa, #0_years",Healthcare,"#bridge_construction_plc
#health_care
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: April 10, 2025
@hahujobs | @hahujobs_bot"
2025-03-31 09:13:11+00:00,Claims Inspector I,Bunna Insurance Sc,0,4,1.0,,both,2025-04-07,"Submit your non-returnable application letter, CV and copies of supporting credentials along with the original document in person to Human Resource Management Division located at Sarbet behind Africa Union Bunna Insurance S.C Head Quarter 1st floor. For further information contact Tel. +251114706302","#bunna_insurance_sc, #low_and_medium_skilled_worker, #Addis_Ababa, #0_years, #4_years",,"Claims Inspector I
#bunna_insurance_sc
#low_and_medium_skilled_worker
#Addis_Ababa
TVET Level 4 or Diploma in Automechanics or in a related field of study with relevant work experience
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #4_years
Deadline: April 7, 2025
How To Apply: Submit your non-returnable application letter, CV and copies of supporting credentials along with the original document in person to Human Resource Management Division located at Sarbet behind Africa Union Bunna Insurance S.C Head Quarter 1st floor. For further information contact Tel. +251114706302
@hahujobs | @hahujobs_bot"
2025-03-31 08:46:41+00:00,Underwriting Officer,Bunna Insurance Sc,0,2,3.0,,both,2025-04-07,Submit your application letter in person to Human Resource Management Division located at Sarbet behind Africa Union Bunna Insurance S.C Head Quarter 1st floor. For more information contact Tel. +251114706302,"#bunna_insurance_sc, #finance, #Addis_Ababa, #0_years, #2_years",Finance,"Underwriting Officer
#bunna_insurance_sc
#finance
#Addis_Ababa
Master's or Bachelor's Degree in Management, Economics Marketing Management, accounting, Business Administration, Statistics, Mathematics, Automotive, Mechanical Engineering or in a related field of study with relevant work experience
Quanitity Required: 3
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: April 7, 2025
How To Apply: Submit your application letter in person to Human Resource Management Division located at Sarbet behind Africa Union Bunna Insurance S.C Head Quarter 1st floor. For more information contact Tel. +251114706302
@hahujobs | @hahujobs_bot"
2025-03-31 08:24:41+00:00,Underwriting Officer (Life),Bunna Insurance Sc,0,2,1.0,,both,2025-04-07,Submit your application letter in person to Human Resource Management Division located at Sarbet behind Africa Union Bunna Insurance S.C Head Quarter 1st floor. For more information contact Tel. +251114706302,"#bunna_insurance_sc, #business, #Addis_Ababa, #0_years, #2_years",,"Underwriting Officer (Life)
#bunna_insurance_sc
#business
#Addis_Ababa
Master's or Bachelor's Degree in Management, Economics Marketing Management, accounting, Business Administration, Statistics, Mathematics, Automotive, Mechanical Engineering or in a related field of study with relevant work experience
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: April 7, 2025
How To Apply: Submit your application letter in person to Human Resource Management Division located at Sarbet behind Africa Union Bunna Insurance S.C Head Quarter 1st floor. For more information contact Tel. +251114706302
@hahujobs | @hahujobs_bot"
2025-03-31 07:24:41+00:00,"Office Assistant /Underwriting ,Claim & Finance",Zemen Insurance Company,0,0,10.0,,both,2025-04-05,"Submit your non-returnable application and CV along with supporting documents in person to Zemen Insurance S.C., located at Bole Road, Alem Building, 5th floor","#zemen_insurance_company, #business, #Addis_Ababa, #0_years",,"Office Assistant /Underwriting ,Claim & Finance
#zemen_insurance_company
#business
#Addis_Ababa
BA Degree in Accounting, Statistics, Management, Marketing or in a related field of study
Duties and Responsibilities:
- Handle phone calls, manage schedules, organize files, and perform general clerical tasks like filing and photocopying
- Greet clients, provide customer service, and act as a point of contact for visitors
- Accurately input data into company systems
Quanitity Required: 10
Minimum Years Of Experience: #0_years
Deadline: April 5, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to Zemen Insurance S.C., located at Bole Road, Alem Building, 5th floor
@hahujobs | @hahujobs_bot"
2025-03-31 06:57:21+00:00,Cashier,Zemen Insurance Company,0,0,10.0,,both,2025-04-05,"Submit your non-returnable application and CV along with supporting documents in person to Zemen Insurance S.C., located at Bole Road, Alem Building, 5th floor","#zemen_insurance_company, #finance, #Addis_Ababa, #0_years",Finance,"Cashier
#zemen_insurance_company
#finance
#Addis_Ababa
Bachelor's Degree in Accounting, or in a related field of study
Duties & Responsibilities:
- Processing sales transactions and taking payments
- Calculating the cost of products or services
- Calculating and returning change for cash transactions
Quanitity Required: 10
Minimum Years Of Experience: #0_years
Deadline: April 5, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to Zemen Insurance S.C., located at Bole Road, Alem Building, 5th floor
@hahujobs | @hahujobs_bot"
2025-03-31 06:54:41+00:00,Secretary/Cashier,Global Insurance Company,0,0,1.0,,both,2025-04-05,"Submit your non-returnable application and CV along with supporting documents in person to the Head office located at Arada Sub-city Wereda 01, Somale Tera, Global Insurance Company (S.C) HR & FM Department, 5th floor. For further information, contact Tel:+251111565850/+251111565853","#global_insurance_company, #finance, #Addis_Ababa, #0_years",Finance,"Secretary/Cashier
#global_insurance_company
#finance
#Addis_Ababa
TVET Level IV or Diploma in Accounting, or in a related field of study
Duties & Responsibilities:
- Processing sales transactions and taking payments
- Calculating the cost of products or services
- Calculating and returning change for cash transactions
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: April 5, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the Head office located at Arada Sub-city Wereda 01, Somale Tera, Global Insurance Company (S.C) HR & FM Department, 5th floor. For further information, contact Tel:+251111565850/+251111565853
@hahujobs | @hahujobs_bot"
2025-03-29 11:20:56+00:00,Marketing and Sales Officer,Yascai And Family Plc,0,2,1.0,15000.0,Female Only,2025-04-17,"Submit your application and CV with supporting documents via email: humanresource@yascai.com with the subject line "" marketing and sales officer""","#yascai_and_family_plc, #business, #Addis_Ababa, #0_years, #2_years",,"Marketing and Sales Officer 
#yascai_and_family_plc
#business
#Addis_Ababa
Bachelor's Degree in Marketing, Business Management, Chemistry, Chemical Engineering or in a related field of study with relevant work experience
Having B2B sales experience and a driving license is plus.
Required Gender: Female Only
Duties & Responsibilites:
- Identify and develop new sales opportunities.
- Build and maintain strong relationships with clients.
- Present and promote company products and services.
- Negotiate contracts and close sales.
- Track sales progress and prepare reports.
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Salary: 15000.00
Deadline: April 17, 2025
How To Apply: Submit your application and CV with supporting documents via email: humanresource@yascai.com with the subject line "" marketing and sales officer""
@hahujobs | @hahujobs_bot"
2025-03-29 06:57:03+00:00,Marketer and Consultant,Universal Educational Consultants,0,1,1.0,8000.0,Female Only,2025-04-08,Apply through HaHuJobs telegram bot https://t.me/hahujobs_bot,"#universal_educational_consultants, #business, #Addis_Ababa, #0_years, #1_years",,"Marketer and Consultant
#universal_educational_consultants
#business
#Addis_Ababa
Bachelor's Degree in any field of study with relevant work experience
Required Gender: Female Only
Duties & Responsibilites:
- Acquiring and managing new clients
- Providing information and guidance to clients
- Handling client relationships effectively
- Assisting with paperwork and documentation
Required Skills:
- Must speak fluent English
- Must have computer skill
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Salary: 8000.00
Deadline: April 8, 2025
How To Apply: Apply through HaHuJobs telegram bot https://t.me/hahujobs_bot
@hahujobs | @hahujobs_bot"
2025-03-28 06:29:49+00:00,ERP Sales Specialist,Drongo Technology Plc,0,3,1.0,,both,2025-04-26,Submit your application and CV with supporting documents via email: anwar@drongo.vip,"#drongo_technology_plc, #business, #Addis_Ababa, #0_years, #3_years",,"ERP Sales Specialist
#drongo_technology_plc
#business
#Addis_Ababa
Bachelor's Degree in Business, Sales, IT or in a related field of study with relevant work experience in ERP sales, B2B sales, or enterprise software solutions.
Duties & Responsibilities:
- Develop and execute effective sales strategies to promote DrongoERP to businesses across various industries.
- Identify and engage potential clients, build strong relationships, and understand their business needs.
- Conduct product demonstrations and presentations to showcase the benefits of our ERP solutions.
- Work closely with the marketing and technical teams to tailor solutions that fit customer requirements.
- Manage the full sales cycle, from lead generation and negotiation to closing deals.
Required Skills:
- Strong understanding of business processes and how ERP systems improve efficiency.
- Excellent negotiation, presentation, and communication skills.
- Ability to work independently, take initiative, and drive results.
- Familiarity with CRM software and sales tracking tools is a plus.
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #3_years
Deadline: April 26, 2025
How To Apply: Submit your application and CV with supporting documents via email: anwar@drongo.vip
@hahujobs | @hahujobs_bot"
2025-03-27 14:14:03+00:00,Marketer and Consultant,Universal Educational Consultants,0,1,1.0,8000.0,Female Only,2025-04-06,Submit your application and CV with supporting documents via email: universalconsultnacy080@gmail.com,"#universal_educational_consultants, #business, #Addis_Ababa, #0_years, #1_years",,"Marketer and Consultant
#universal_educational_consultants
#business
#Addis_Ababa
Bachelor's Degree in any field of study with relevant work experience
Required Gender: Female Only
Duties & Responsibilites:
- Acquiring and managing new clients
- Providing information and guidance to clients
- Handling client relationships effectively
- Assisting with paperwork and documentation
Required Skills:
- Must speak fluent English
- Must have computer skill
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Salary: 8000.00
Deadline: April 6, 2025
How To Apply: Submit your application and CV with supporting documents via email: universalconsultnacy080@gmail.com
@hahujobs | @hahujobs_bot"
2025-03-27 13:15:41+00:00,#kehlot_engineering_plc,Kehlot Engineering Plc,0,0,1.0,,both,2025-04-03,In person,"#kehlot_engineering_plc, #business, #Addis_Ababa, #0_years",,"#kehlot_engineering_plc
#business
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: April 3, 2025
@hahujobs | @hahujobs_bot"
2025-03-27 13:02:41+00:00,#kehlot_engineering_plc,Kehlot Engineering Plc,0,0,1.0,,both,2025-04-03,In person,"#kehlot_engineering_plc, #finance, #Addis_Ababa, #0_years",Finance,"#kehlot_engineering_plc
#finance
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: April 3, 2025
@hahujobs | @hahujobs_bot"
2025-03-27 12:54:01+00:00,#kehlot_engineering_plc,Kehlot Engineering Plc,0,0,1.0,,both,2025-04-03,In person,"#kehlot_engineering_plc, #engineering, #Addis_Ababa, #0_years",Engineering,"#kehlot_engineering_plc
#engineering
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: April 3, 2025
@hahujobs | @hahujobs_bot"
2025-03-27 12:02:51+00:00,Industrial Engineering,Al Mehdi Group Of Industries Plc,0,0,1.0,,both,2025-04-03,"Submit your application letter in person to the office located at CMC Road RIM Seven Building, Office No.101 or via email: office.ethiopia2023@gmail.com or by using this Telegram Number +251966966365","#al_mehdi_group_of_industries_plc, #engineering, #Addis_Ababa, #0_years",Engineering,"Industrial Engineering
#al_mehdi_group_of_industries_plc
#engineering
#Addis_Ababa
BSc Degree Industrial Engineering or in a related field of study
Duties and Responsibilities
- Review production schedules, specifications, and orders
- Monitor operations with an eye toward improving productivity and efficiency
- Design efficient production processes that reduce waste
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: April 3, 2025
How To Apply: Submit your application letter in person to the office located at CMC Road RIM Seven Building, Office No.101 or via email: office.ethiopia2023@gmail.com or by using this Telegram Number +251966966365
@hahujobs | @hahujobs_bot"
2025-03-27 10:31:00+00:00,Assistant Mechanic,Raise Manufacturing And Trading Plc,0,1,1.0,6000.0,Male Only,2025-04-11,"Submit your resume, along with a cover letter outlining your qualifications and experience via email: raisemanufacturing@gmail.com","#raise_manufacturing_and_trading_plc, #low_and_medium_skilled_worker, #Addis_Ababa, #0_years, #1_years",,"Assistant Mechanic
#raise_manufacturing_and_trading_plc
#low_and_medium_skilled_worker
#Addis_Ababa
TVET Level 3 in Mechanical Engineering, Metal Fabrication or in a related field of study
Required Gender: Male Only
Duties & Responsibilites:
- Assist in the installation, maintenance, and repair of HVAC systems.
- Perform sheet metal work, including fabrication, assembly, and installation.
- Support senior mechanics in general metal fabrication tasks.
- Ensure safety standards and protocols are strictly followed.
- Troubleshoot mechanical issues and provide solutions.
Required Skills:
- Basic knowledge or interest in sheet metal work and HVAC systems.Willingness to learn and work in a fast-paced environment.
- Ability to work effectively both independently and as part of a team.
- Strong attention to detail and problem-solving abilities.
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Salary: 6000.00
Deadline: April 11, 2025
How To Apply: Submit your resume, along with a cover letter outlining your qualifications and experience via email: raisemanufacturing@gmail.com
@hahujobs | @hahujobs_bot"
2025-03-27 10:01:41+00:00,Junior Researcher (Genomics),Armauer Hansen Research Institute,0,0,1.0,10386.0,both,2025-04-04,Apply using the provided link below and to facilitate the screening process fill out the online application form using this link: https://shorturl.at/vO9VH,"#armauer_hansen_research_institute, #health_care, #Addis_Ababa, #0_years",Healthcare,"Junior Researcher (Genomics)
#armauer_hansen_research_institute
#health_care
#Addis_Ababa
Bachelor's Degree in Biotechnology, Biology, Medical Laboratory Science/Technology or in a related field of study
Duties & Responsibilities:
- Perform Nucleic acid purification and library preparation for sequencing 
- Prepare reports of lab experiment results and present timely and regularly
- Manage and monitor appropriate storage of samples, libraries and reagents
- Keep inventory of reagents
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 10386.00
Deadline: April 4, 2025
How To Apply: Apply using the provided link below and to facilitate the screening process fill out the online application form using this link: https://shorturl.at/vO9VH
Note: Application on both links is mandatory
@hahujobs | @hahujobs_bot"
2025-03-27 07:59:43+00:00,#lion_security_service_plc,Lion Security Service Plc,0,1,2.0,,both,2025-04-04,In person,"#lion_security_service_plc, #low_and_medium_skilled_worker, #Addis_Ababa, #0_years, #1_years",,"#lion_security_service_plc
#low_and_medium_skilled_worker
#Addis_Ababa
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: April 4, 2025
@hahujobs | @hahujobs_bot"
2025-03-27 06:21:12+00:00,Project Sales Engineer (Architecture & Graphics Design Background),Minaye Plc,0,1,10.0,,both,2025-04-04,"Submit your resume, academic portfolio (if any), and a brief cover letter explaining your interest in blending design with sales via email: hcminaye@gmail.com","#minaye_plc, #engineering, #Addis_Ababa, #0_years, #1_years",Engineering,"Project Sales Engineer (Architecture & Graphics Design Background)
#minaye_plc
#engineering
#Addis_Ababa
Bachelor's Degree or Diploma in Architecture, Interior Design, Graphic Design or in a related field of study with relevant work experience
Duties & Responsibilities:
- Assist senior sales teams in presenting products to architects, contractors, and designers.
- Track project requirements, deadlines, and material specifications.
- Learn industry trends, competitor products, and client needs to support sales strategies.
Technical Skills (Basic):
- Interest in construction materials, finishes, and applications.
Soft Skills:
- Eagerness to learn sales processes and client management.
- Team player with a proactive attitude.
Quanitity Required: 10
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: April 4, 2025
How To Apply: Submit your resume, academic portfolio (if any), and a brief cover letter explaining your interest in blending design with sales via email: hcminaye@gmail.com
Note: Candidates with internship experience in architecture firms, material suppliers, or sales will have an advantage.
@hahujobs | @hahujobs_bot"
2025-03-26 13:31:27+00:00,Nurse,Dream Liyana Healthcare Plc,0,0,1.0,,both,2025-04-05,Apply through the link provided,"#dream_liyana_healthcare_plc, #health_care, #Addis_Ababa, #0_years",Healthcare,"Nurse
#dream_liyana_healthcare_plc
#health_care
#Addis_Ababa
BSc Degree in Nursing or in a related field of study
Duties and Responsibilities:
- Provide high quality compassionate care to patients across various health care settings.
- Conduct through assessments of patients prior to surgery, including reviewing medical histories, Performing physical examinations and identifying any potential risks or complications.
- Maintain accurate and detailed patient records, documenting assessments, intervention and patient responses in compliance with legal and ethical standards.
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: April 5, 2025
How To Apply: Apply through the link provided
Note: Please include ""Nurse Application"" in the subject line.
@hahujobs | @hahujobs_bot"
2025-03-26 10:38:11+00:00,#robibon_construction,Robibon Construction,0,0,2.0,,both,2025-04-03,In person,"#robibon_construction, #engineering, #Addis_Ababa, #0_years",Engineering,"#robibon_construction
#engineering
#Addis_Ababa
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Deadline: April 3, 2025
@hahujobs | @hahujobs_bot"
2025-03-26 10:11:51+00:00,#robibon_construction,Robibon Construction,0,0,5.0,,both,2025-04-03,In person,"#robibon_construction, #engineering, #Addis_Ababa, #0_years",Engineering,"#robibon_construction
#engineering
#Addis_Ababa
Quanitity Required: 5
Minimum Years Of Experience: #0_years
Deadline: April 3, 2025
@hahujobs | @hahujobs_bot"
2025-03-26 09:52:31+00:00,#robibon_construction,Robibon Construction,0,0,2.0,,both,2025-04-03,In person,"#robibon_construction, #engineering, #Addis_Ababa, #0_years",Engineering,"#robibon_construction
#engineering
#Addis_Ababa
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Deadline: April 3, 2025
@hahujobs | @hahujobs_bot"
2025-03-26 09:20:11+00:00,Fleet Officer,Dugda Construction,0,1,1.0,,both,2025-04-02,"Submit your application and Cv with supporting documents in persons o the Office located at Get As International Building, 3rd Floor, near to Ministry of Innovation & Technology or Wudasse Diagnostic Center or via email: hr@dugdacon.com. For further information contact Tel. +251111564118/+251111566442","#dugda_construction, #engineering, #Addis_Ababa, #0_years, #1_years",Engineering,"Fleet Officer
#dugda_construction
#engineering
#Addis_Ababa
Degree or Diploma in Automotive Engineering, or in a related field of study, with relevant work experience
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: April 2, 2025
How To Apply: Submit your application and Cv with supporting documents in persons o the Office located at Get As International Building, 3rd Floor, near to Ministry of Innovation & Technology or Wudasse Diagnostic Center or via email: hr@dugdacon.com. For further information contact Tel. +251111564118/+251111566442
@hahujobs | @hahujobs_bot"
2025-03-26 08:32:31+00:00,Junior Technician (G),Amg Steel Factory,0,0,32.0,,both,2025-04-05,Apply using the provided link below. For more information contact Tel. +251970718869\+251929932800,"#amg_steel_factory, #engineering, #Addis_Ababa, #0_years",Engineering,"Junior Technician (G)
#amg_steel_factory
#engineering
#Addis_Ababa
TVET Level III\II in General Fabrication, Mechanic & Machine Drive, Electricity or in a related field of study
Duties and Responsibilities
- Assist in the installation, maintenance, and repair of technical equipment to ensure optimal performance
- Perform routine diagnostic tests to identify issues with machinery and troubleshoot problems
- Ensure compliance with safety protocols and maintain tools and equipment in good working order
Quanitity Required: 32
Minimum Years Of Experience: #0_years
Deadline: April 5, 2025
How To Apply: Apply using the provided link below. For more information contact Tel. +251970718869\+251929932800
@hahujobs | @hahujobs_bot"
2025-03-26 08:28:51+00:00,Junior Technician (A),Amg Steel Factory,0,0,51.0,,both,2025-04-05,Apply using the provided link below. For more information contact Tel. +251970718869\+251929932800,"#amg_steel_factory, #engineering, #Adama, #0_years",Engineering,"Junior Technician (A)
#amg_steel_factory
#engineering
#Adama
TVET Level III\II in General Fabrication, Mechanic & Machine Drive, Electricity or in a related field of study
Duties and Responsibilities
- Assist in the installation, maintenance, and repair of technical equipment to ensure optimal performance
- Perform routine diagnostic tests to identify issues with machinery and troubleshoot problems
- Ensure compliance with safety protocols and maintain tools and equipment in good working order
Quanitity Required: 51
Minimum Years Of Experience: #0_years
Deadline: April 5, 2025
How To Apply: Apply using the provided link below. For more information contact Tel. +251970718869\+251929932800
@hahujobs | @hahujobs_bot"
2025-03-26 08:24:01+00:00,Junior Marketing officer,Tsemex Global Enterprise Plc,0,0,1.0,,both,2025-04-05,"Submit your non-returnable application and CV along with supporting documents in person to the office located at Liberia St. Next to Flinstone Building A.I.A Business Center, 4th floor","#tsemex_global_enterprise_plc, #business, #Addis_Ababa, #0_years",,"Junior Marketing officer
#tsemex_global_enterprise_plc
#business
#Addis_Ababa
Duties & Responsibilities:
- Contribute in the implementation of marketing strategies
- Organize and attend marketing activities or events to raise brand awareness
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: April 5, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the office located at Liberia St. Next to Flinstone Building A.I.A Business Center, 4th floor 
@hahujobs | @hahujobs_bot"
2025-03-26 08:18:51+00:00,Production Worker (G),Amg Steel Factory,0,0,100.0,,both,2025-04-05,"Apply using the provided link below. For more information, contact Tel. +251970718869/ +251929932800","#amg_steel_factory, #engineering, #Addis_Ababa, #0_years",Engineering,"Production Worker (G)
#amg_steel_factory
#engineering
#Addis_Ababa
TVET Level II & III In General Fabrication, Machine Drive, Electricity, or in a related field of study 
Duties & Responsibilities:
- Operate production equipment
- Assemble machinery parts
Quanitity Required: 100
Minimum Years Of Experience: #0_years
Deadline: April 5, 2025
How To Apply: Apply using the provided link below. For more information, contact Tel. +251970718869/ +251929932800
@hahujobs | @hahujobs_bot"
2025-03-26 08:16:11+00:00,Production Worker (A),Amg Steel Factory,0,0,80.0,,both,2025-04-05,"Apply using the provided link below. For more information, contact Tel. +251970718869/ +251929932800","#amg_steel_factory, #engineering, #Adama, #0_years",Engineering,"Production Worker (A)
#amg_steel_factory
#engineering
#Adama
TVET Level II & III In General Fabrication, Machine Drive, Electricity, or in a related field of study 
Duties & Responsibilities:
- Operate production equipment
- Assemble machinery parts
Quanitity Required: 80
Minimum Years Of Experience: #0_years
Deadline: April 5, 2025
How To Apply: Apply using the provided link below. For more information, contact Tel. +251970718869/ +251929932800
@hahujobs | @hahujobs_bot"
2025-03-26 07:52:31+00:00,Junior HRM Officer,National Insurance Company Of Ethiopia,0,4,1.0,,both,2025-04-08,"Submit your non-returnable application and CV along with supporting documents in person to  the National Insurance Company of Ethiopia (NICE) HR and Facility Management Department located at Debre Zeyit Road, Infront of Lancha Train Station, ZEFCO Building, 5th Floor, #4","#national_insurance_company_of_ethiopia, #business, #Addis_Ababa, #0_years, #4",,"Junior HRM Officer
#national_insurance_company_of_ethiopia
#business
#Addis_Ababa
Bachelor's Degree in HRM, Management, Business management, Business administration, or in a related field of study
Duties & Responsibilities:
- Recruit, screen, interview, hire and dismiss employees as necessary, following all HR processes and procedures
- Direct all hiring and training procedures for new employees
- Coordinate and direct work activities for managers and employees
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: April 8, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to  the National Insurance Company of Ethiopia (NICE) HR and Facility Management Department located at Debre Zeyit Road, Infront of Lancha Train Station, ZEFCO Building, 5th Floor, #4
@hahujobs | @hahujobs_bot"
2025-03-26 07:24:51+00:00,Sales Representative,Badreg Pvt Ltd Co,0,2,2.0,,both,2025-04-02,"Submit your application letter in person to HR department 6th floor of Badreg Building, located near Teklehamanot Hospital or via email : hrbadreg@gmail.com. For more information contact Tel. +251111264072/ +251919434015","#badreg_pvt_ltd_co, #health_care, #Addis_Ababa, #0_years, #2_years",Healthcare,"Sales Representative
#badreg_pvt_ltd_co
#health_care
#Addis_Ababa
BSc Degree in Pharmacy or in a related field of study with relevant work experience
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: April 2, 2025
How To Apply: Submit your application letter in person to HR department 6th floor of Badreg Building, located near Teklehamanot Hospital or via email : hrbadreg@gmail.com. For more information contact Tel. +251111264072/ +251919434015
@hahujobs | @hahujobs_bot"
2025-03-26 06:36:31+00:00,Industrial Engineering,Al Mehdi Groups Of Industries,0,0,1.0,,both,2025-04-01,"Submit your non-returnable application and CV along with supporting documents in person to the office located at CMC Road, RIM Seven Building, Office No.101or via email: office.ethiopia2023@gmail.com","#al_mehdi_groups_of_industries, #engineering, #Addis_Ababa, #0_years",Engineering,"Industrial Engineering
#al_mehdi_groups_of_industries
#engineering
#Addis_Ababa
Bachelor's Degree in Industrial Engineering, or in a related field of study
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: April 1, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the office located at CMC Road, RIM Seven Building, Office No.101or via email: office.ethiopia2023@gmail.com
@hahujobs | @hahujobs_bot"
2025-03-25 12:22:11+00:00,Electrical Engineer I,Armauer Hansen Research Institute,0,0,1.0,7424.0,both,2025-04-02,Apply using the provided link below,"#armauer_hansen_research_institute, #engineering, #Addis_Ababa, #0_years",Engineering,"Electrical Engineer I
#armauer_hansen_research_institute
#engineering
#Addis_Ababa
Bachelor's Degree in Electrical Engineering, Electrical/Electronic Engineering or in a related field of study
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 7424.00
Deadline: April 2, 2025
How To Apply: Apply using the provided link below
@hahujobs | @hahujobs_bot"
2025-03-25 11:30:51+00:00,Junior Professional Nurse,Teklehaimanot General Hospital,0,0,1.0,,both,2025-04-04,"Apply using the provided link below or Submit your CV and copies of other pertienet documents in person to HR Department Office No 502, 5th floor located at Somale Tera or via email: teklehaimanothr@gmail.com. For further information contact Tel. +251111560492 / +251996979838","#teklehaimanot_general_hospital, #health_care, #Addis_Ababa, #0_years",Healthcare,"Junior Professional Nurse
#teklehaimanot_general_hospital
#health_care
#Addis_Ababa
Bachelor's Degree in Nursing or in a related field of study
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: April 4, 2025
How To Apply: Apply using the provided link below or Submit your CV and copies of other pertienet documents in person to HR Department Office No 502, 5th floor located at Somale Tera or via email: teklehaimanothr@gmail.com. For further information contact Tel. +251111560492 / +251996979838
@hahujobs | @hahujobs_bot"
